Election ,JURISDICTION,City/District #,Position_Type,Number_of_Muslims,Impact,Vote_Difference,Name_1,Votes_1,Name_2,Votes_2
General_2019,City Council,ODESSA,Pos. 2,0,< 25%,129,Amy J. Hunt,233,Joe Schlomer,104
General_2019,City Council,ODESSA,Pos. 5,0,< 25%,178,Marlene K. Kramer,251,William (Bill) Pichon,73
General_2019,City Council,OKANOGAN,Pos. 1,2,< 25%,309,Lisa Bauer,313,Write-In,4
General_2019,City Council,OKANOGAN,Pos. 4,2,< 25%,320,Wayne L. Turner,323,Write-In,3
General_2019,City Council,OKANOGAN,Pos. 5,2,< 25%,305,Greg Oyler,310,Write-In,5
General_2019,City Council,OKANOGAN,Pos. 6,2,< 25%,308,Denise Varner,314,Write-In,6
General_2019,City Council,OKANOGAN,Pos. 7,2,< 25%,288,Patricia Stanton,296,Write-In,8
General_2019,City Council,OLYMPIA,Pos. 2,371,< 25%,5229,Jessica Bateman,10486,Phyllis Booth,5257
General_2019,City Council,OLYMPIA,Pos. 3,371,< 25%,6498,Dani Madrone,11001,Matt Goldenberg,4503
General_2019,City Council,OMAK,Pos. 4,3,< 25%,648,David Womack,680,Write-In,32
General_2019,City Council,OMAK,Pos. 5,3,< 25%,635,Barry Wayne Freel,664,Write-In,29
General_2019,City Council,OMAK,Pos. 6,3,< 25%,621,Stephen D. Clark,652,Write-In,31
General_2019,City Council,OMAK,Pos. 7,3,< 25%,623,Walter Womack,656,Write-In,33
General_2019,City Council,OROVILLE,Pos. 2,1,< 25%,227,Michael H. Marthaller (Mike),228,Write-In,1
General_2019,City Council,OROVILLE,Pos. 3,1,< 25%,229,"David ""Mac"" McElheran",231,Write-In,2
General_2019,City Council,OROVILLE,Pos. 4,1,< 25%,245,Walter A Hart III,248,Write-In,3
General_2019,City Council,OROVILLE,Pos. 5,1,< 25%,233,Kolo Moser,238,Write-In,5
General_2019,City Council,ORTING,Pos. 4,22,< 25%,437,John Williams,1164,Joachim (Joe) Pestinger,727
General_2019,City Council,ORTING,Pos. 6,22,< 25%,337,Gregory Hogan,1085,Irina Check,748
General_2019,City Council,ORTING,Pos. 5,22,> 50%,28,Gregg E. Bradshaw,936,Richard H. Mordini,908
General_2019,City Council,OTHELLO,Pos. 4,4,< 25%,65,Jonathan (Jon) Erickson,433,Eugene Bain,368
General_2019,City Council,OTHELLO,Pos. 5,4,< 25%,646,Maria Quezada,662,Write-In,16
General_2019,City Council,OTHELLO,Pos. 6,4,< 25%,702,Mark Snyder,711,Write-In,9
General_2019,City Council,OTHELLO,Pos. 7,4,< 25%,640,Angel Garza,666,Write-In,26
General_2019,City Council,PACIFIC,Pos. 3,42,< 25%,173,Joshua Putnam,670,Brice Erickson,497
General_2019,City Council,PACIFIC,Pos. 6,42,< 25%,186,David B. Storaasli,645,Aarron Fahrenkrug,459
General_2019,City Council,PACIFIC,Pos. 1,42,> 50%,26,Katherine V. Garberding,590,Jaylynn Markwald,564
General_2019,City Council,PALOUSE,Pos. 1,0,< 25%,270,Mary (Welcome) Rothlisberger,281,Write-In,11
General_2019,City Council,PALOUSE,Pos. 2,0,< 25%,284,Bill Slinkard,288,Write-In,4
General_2019,City Council,PALOUSE,Pos. 5,0,< 25%,2,William Perry,146,Travis Tonn,144
General_2019,City Council,PALOUSE,Pos. 6,0,< 25%,284,Steve Alred,287,Write-In,3
General_2019,City Council,PALOUSE,Pos. 7,0,< 25%,274,Catherine (Katie) Cooper,282,Write-In,8
General_2019,City Council,PASCO,Pos. 7,57,< 25%,1736,Zahra Roach,5300,Patrick Guettner,3564
General_2019,City Council,PASCO,,57,< 25%,310,Ruben Alvarado,312,Write-In,2
General_2019,City Council,PASCO,,57,< 25%,905,David Milne,1947,Isaac (Ike) Myhrum,1042
General_2019,City Council,PATEROS,Pos. 2,1,< 25%,79,Holly Bange,85,Write-In,6
General_2019,City Council,PATEROS,Pos. 3,1,< 25%,59,George L. Brady,75,Write-In,16
General_2019,City Council,PATEROS,Pos. 4,1,< 25%,76,Michael Harding,82,Write-In,6
General_2019,City Council,PATEROS,Pos. 5,1,< 25%,85,Megan Sherrard,88,Write-In,3
General_2019,City Council,PE ELL,Pos. 3,1,< 25%,92,Robert (Bobby) Cox,141,Clifford (Cliff) Haley,49
General_2019,City Council,PE ELL,Pos. 4,1,< 25%,42,Kristi A. Milanowski,118,Don Webster,76
General_2019,City Council,PE ELL,Pos. 5,1,< 25%,19,Christopher Dodd,105,Marjorie (Midge) Church,86
General_2019,City Council,PORT ANGELES,Pos. 5,16,< 25%,2537,Charlie McCaughan,3726,Richard W. Robinson,1189
General_2019,City Council,PORT ANGELES,Pos. 7,16,< 25%,229,Brendan Meyer,2583,Martha Cunningham,2354
General_2019,City Council,PORT ANGELES,Pos. 6,16,> 50%,3,Navarra Carr,2532,Nina Napiontek,2529
General_2019,City Council,PORT ORCHARD,At-Large,36,< 25%,2179,Jay Rosapepe,2240,Write-In,61
General_2019,City Council,PORT ORCHARD,Pos. 1,36,< 25%,2145,Shawn Cucciardi,2210,Write-In,65
General_2019,City Council,PORT ORCHARD,Pos. 4,36,< 25%,1178,John Clauson,1885,Cody Morgan,707
General_2019,City Council,PORT ORCHARD,Pos. 5,36,< 25%,2128,Cindy Lucarelli,2197,Write-In,69
General_2019,City Council,PORT TOWNSEND,Pos. 3,9,< 25%,611,Monica MickHager,2538,Deborah Stinson,1927
General_2019,City Council,PORT TOWNSEND,Pos. 4,9,< 25%,2753,Owen Rowe,2753,Write-In,0
General_2019,City Council,PORT TOWNSEND,Pos. 6,9,< 25%,2018,Amy Howard,3086,Bernie Arthur,1068
General_2019,City Council,PORT TOWNSEND,Pos. 7,9,< 25%,1909,David J. Faber,2741,Tyler Myles Vega,832
General_2019,City Council,POULSBO,Pos. 1,29,< 25%,371,Andrew J.L. Phillips,1581,Dawn DeSalvo,1210
General_2019,City Council,POULSBO,Pos. 2,29,< 25%,2265,Connie Lord,2316,Write-In,51
General_2019,City Council,POULSBO,Pos. 3,29,< 25%,1568,Britt Livdahl,2249,Ricky D. Moon,681
General_2019,City Council,POULSBO,Pos. 4,29,< 25%,2268,Jeffrey McGinty,2303,Write-In,35
General_2019,City Council,POULSBO,Pos. 7,29,< 25%,2258,Gary McVey,2287,Write-In,29
General_2019,City Council,PRESCOTT,Pos. 3,0,< 25%,64,"Douglas (Doug) Venn, Sr.",69,Write-In,5
General_2019,City Council,PRESCOTT,Pos. 4,0,< 25%,78,Kathleen (Katie) Oliver,78,Write-In,0
General_2019,City Council,PRESCOTT,Pos. 5,0,< 25%,68,Brent Potts,72,Write-In,4
General_2019,City Council,PROSSER,Pos. 4,1,< 25%,222,Robert Elder,597,Robert McGraw,375
General_2019,City Council,PROSSER,Pos. 5,1,< 25%,712,Mary Ruth Edwards,744,Write-In,32
General_2019,City Council,PROSSER,Pos. 6,1,< 25%,725,Steven W Becken,753,Write-In,28
General_2019,City Council,PROSSER,Pos. 7,1,< 25%,709,Stephanie Groom,742,Write-In,33
General_2019,City Council,PULLMAN,Pos. 2,94,< 25%,480,Nathan Weller,489,Write-In,9
General_2019,City Council,PULLMAN,Pos. 3,94,< 25%,538,Pat Wright,551,Write-In,13
General_2019,City Council,PULLMAN,Pos. 6,94,> 50%,131,Eileen (mac) Macoll,2105,Francis A Benjamin,1974
General_2019,City Council,PULLMAN,Pos. 1,94,> 50%,93,Ann Parks,1438,Chris Johnson,1345
General_2019,City Council,PUYALLUP,Pos. 1,381,> 50%,174,Robin Farris,1662,Curtis Thiel,1488
General_2019,City Council,PUYALLUP,Pos. 1,381,> 50%,239,John Palmer,1980,Paul Herrera,1741
General_2019,City Council,PUYALLUP,At-Large,381,> 50%,69,Dean Johnson,5246,Heather Shadko,5177
General_2019,City Council,PUYALLUP,Pos. 1,381,25-50%,1051,Ned Witting,2325,Curt Gimmestad,1274
General_2019,City Council,QUINCY,Pos. 1,2,< 25%,569,Josey Ferguson,582,Write-In,13
General_2019,City Council,QUINCY,Pos. 3,2,< 25%,523,Thomas Lee Harris,550,Write-In,27
General_2019,City Council,QUINCY,Pos. 6,2,< 25%,541,Sonia O. Padron,562,Write-In,21
General_2019,City Council,QUINCY,Pos. 7,2,< 25%,538,"Christopher ""Dylan"" Kling",550,Write-In,12
General_2019,City Council,RAINIER,Pos. 2,6,< 25%,385,George Johnson,401,Write-In,16
General_2019,City Council,RAINIER,Pos. 4,6,< 25%,62,Ron Kemp,260,Write-In,198
General_2019,City Council,RAYMOND,Pos. 3,1,< 25%,455,Colby Rogers,479,Write-In,24
General_2019,City Council,RAYMOND,Pos. 6,1,< 25%,482,Ian Farrell,497,Write-In,15
General_2019,City Council,RAYMOND,Pos. 7,1,< 25%,461,Pam Nogueira Maneman,487,Write-In,26
General_2019,City Council,REARDAN,Pos. 1,0,< 25%,149,Gail E. Daniels,149,Write-In,0
General_2019,City Council,REARDAN,Pos. 2,0,< 25%,117,Clayton Soliday,145,Ted Hull,28
General_2019,City Council,REARDAN,Pos. 4,0,< 25%,154,Shad D. Vincent,154,Write-In,0
General_2019,City Council,REDMOND,Pos. 1,1561,> 50%,66,Varisha M. Khan,6666,Hank Myers,6600
General_2019,City Council,REDMOND,Pos. 3,1561,> 50%,1242,Jessica Forsythe,7164,Dayle 'Hank' Margeson,5922
General_2019,City Council,REDMOND,Pos. 7,1561,> 50%,821,David Carson,6858,Carlos Jimenez,6037
General_2019,City Council,REDMOND,Pos. 5,1561,25-50%,5524,Vanessa Kritzer,9311,Eugene Zakhareyev,3787
General_2019,City Council,RENTON,Pos. 4,1321,< 25%,7188,Ryan McIrvin,12787,Maria Spasikova,5599
General_2019,City Council,RENTON,Pos. 5,1321,< 25%,14430,Ed Prince,14685,Write-In,255
General_2019,City Council,RENTON,Pos. 7,1321,< 25%,5850,Kim-Khanh Van,12237,Thomas Trautmann,6387
General_2019,City Council,RENTON,Pos. 3,1321,> 50%,418,Valerie O'Halloran,9605,James Alberson,9187
General_2019,City Council,REPUBLIC,Pos. 1,2,< 25%,237,Loni Simone,242,Write-In,5
General_2019,City Council,REPUBLIC,Pos. 2,2,< 25%,22,April Drennan,150,Aaron R Agent,128
General_2019,City Council,RICHLAND,Pos. 2,223,< 25%,1529,Brad Anderson,8044,Shir Regev,6515
General_2019,City Council,RICHLAND,Pos. 5,223,< 25%,4281,Phillip R. Lemley,9545,Lisa Thomas,5264
General_2019,City Council,RICHLAND,Pos. 6,223,< 25%,1872,Terry Christensen,8076,Kyle Palmer,6204
General_2019,City Council,RICHLAND,Pos. 5,223,< 25%,2852,David M Fetto,2926,Write-In,74
General_2019,City Council,RICHLAND,Pos. 6,223,< 25%,2899,Fred Brink,2956,Write-In,57
General_2019,City Council,RICHLAND,Pos. 7,223,> 50%,422,Kate Moran,2188,Ken Stoker,1766
General_2019,City Council,RICHLAND,Pos. 1,223,25-50%,463,Bob Thompson,7589,Lillian (Randy) Slovic,7126
General_2019,City Council,RIDGEFIELD,Pos. 2,55,< 25%,393,Dana Ziemer,1254,Matt Swindell,861
General_2019,City Council,RIDGEFIELD,Pos. 3,55,< 25%,1466,Lee E. Wells,1518,Write-In,52
General_2019,City Council,RIDGEFIELD,Pos. 6,55,< 25%,1521,Jennifer Lindsay,1556,Write-In,35
General_2019,City Council,RIDGEFIELD,Pos. 7,55,< 25%,1208,Sandra Day,1641,Ronald Rowan,433
General_2019,City Council,RIDGEFIELD,Pos. 5,55,25-50%,208,Rob Aichele,1159,Darren Wertz,951
General_2019,City Council,RITZVILLE,Ward 1,0,< 25%,343,Dede Rawlings,359,Write-In,16
General_2019,City Council,RITZVILLE,Ward 2,0,< 25%,385,Debbie Chapman,395,Write-In,10
General_2019,City Council,RITZVILLE,Ward 4,0,< 25%,365,Dennis R. Chamberlain,384,Write-In,19
General_2019,City Council,RIVERSIDE,Pos. 4,1,< 25%,51,Sandra Schneider,51,Write-In,0
General_2019,City Council,ROCK ISLAND,Pos. 1,1,< 25%,77,Tara Whaley,89,Write-In,12
General_2019,City Council,ROCK ISLAND,Pos. 5,1,< 25%,83,Carmen Andonaegui,93,Write-In,10
General_2019,City Council,ROSALIA,Pos. 2,0,< 25%,115,John Hale,126,Write-In,11
General_2019,City Council,ROSALIA,Pos. 4,0,< 25%,42,Janet Meier Strohl,109,Robert Ward,67
General_2019,City Council,ROSLYN,Pos. 1,0,< 25%,103,Derek Gruber,248,Jim G Guerci,145
General_2019,City Council,ROSLYN,Pos. 2,0,< 25%,187,Geoff Scherer,269,Dave Tylor,82
General_2019,City Council,ROSLYN,Pos. 4,0,< 25%,111,Cathy Cook,262,Jennifer Basterrechea-Atela,151
General_2019,City Council,ROSLYN,Pos. 6,0,< 25%,15,Tom Missel,210,Doug Kilgore,195
